Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Risk_Simple,Risk_Score_100,High_Risk_Flag,Skill_Intensity
Financial Analyst,141463,18,Master's,0.63,1.05,0.53,Medium,0.3,0.64,0.83,1.0,0.84,0.56,0.19,0.68,0.94,0.21,Medio,53.0,0,0.619
Truck Driver,90891,22,Bachelor's,0.15,1.24,0.8,High,0.06,0.87,0.56,0.33,0.34,0.29,0.46,0.34,0.55,0.77,Alto,80.0,1,0.457
Data Scientist,127976,9,High School,0.29,1.03,0.64,Medium,0.07,0.08,0.56,0.64,0.21,0.75,0.65,0.92,0.17,0.75,Medio,64.0,0,0.48
Security Guard,137046,19,Master's,0.57,1.05,0.8,High,0.84,0.0,0.52,0.22,0.74,0.04,0.83,0.84,0.83,0.15,Alto,80.0,1,0.501
Doctor,51058,25,PhD,0.01,1.35,0.23,Low,0.53,0.73,0.09,0.53,0.29,0.97,0.86,0.73,0.93,0.35,Bajo,23.0,0,0.601
Customer Support,34258,26,Master's,0.33,1.23,0.88,High,0.02,0.36,0.02,1.0,0.12,0.54,0.79,0.2,0.49,0.61,Alto,88.0,1,0.415
Truck Driver,107273,28,PhD,0.78,0.8,0.75,High,0.56,0.41,0.92,0.88,0.48,0.36,0.33,0.27,0.54,0.8,Alto,75.0,1,0.555
Nurse,144365,15,PhD,0.19,0.98,0.07,Low,0.7,0.52,0.5,0.3,0.9,0.09,0.87,0.38,0.88,0.73,Bajo,7.0,0,0.587
Financial Analyst,91146,21,Bachelor's,0.83,1.18,0.31,Medium,0.13,0.64,0.66,0.75,0.72,0.66,0.77,0.58,0.26,0.91,Bajo,31.0,0,0.608
Graphic Designer,139759,20,PhD,0.37,1.23,0.47,Medium,0.02,0.07,0.65,0.96,0.55,0.51,0.32,0.26,0.02,0.27,Medio,47.0,0,0.363
Construction Worker,89087,16,Master's,0.2,0.59,0.88,High,0.89,0.94,0.62,0.05,0.74,0.11,0.67,0.78,0.73,0.95,Alto,88.0,1,0.648
Chef,105692,0,PhD,0.69,0.76,0.67,Medium,0.18,0.9,0.31,0.13,0.83,0.0,0.83,0.26,0.88,0.69,Alto,67.0,0,0.501
HR Specialist,94930,26,High School,0.37,0.56,0.63,Medium,0.17,0.37,0.6,0.48,0.2,0.14,0.12,0.86,0.03,0.98,Medio,63.0,0,0.395
Doctor,80852,23,PhD,0.11,1.08,0.07,Low,0.6,0.85,0.05,0.8,0.39,0.16,0.18,0.92,0.11,0.87,Bajo,7.0,0,0.493
Financial Analyst,135857,4,High School,0.04,0.96,0.63,Medium,0.73,0.49,0.86,0.12,0.91,0.85,0.71,0.82,0.54,0.68,Medio,63.0,0,0.671
AI Engineer,118816,24,Master's,0.36,1.07,0.11,Low,0.44,0.28,0.12,0.32,0.85,0.38,0.75,0.18,0.42,0.11,Bajo,11.0,0,0.385
Data Scientist,73906,21,PhD,0.62,1.11,0.39,Medium,0.47,0.86,0.17,0.02,0.65,0.05,0.98,0.61,0.47,0.43,Medio,39.0,0,0.471
Research Scientist,79723,23,Master's,0.09,1.43,0.21,Low,0.18,0.56,0.13,0.02,0.63,0.65,0.58,0.18,0.6,0.06,Bajo,21.0,0,0.359
Nurse,98457,21,Master's,0.55,1.16,0.27,Low,0.85,0.98,0.98,0.77,0.96,0.87,0.73,0.08,0.05,0.84,Bajo,27.0,0,0.711
HR Specialist,35659,1,High School,0.81,0.81,0.46,Medium,0.7,0.92,0.09,0.86,0.79,0.32,0.36,0.05,0.02,0.48,Medio,46.0,0,0.459
Doctor,114295,10,Master's,0.19,1.35,0.19,Low,0.63,0.19,0.83,0.87,0.52,0.91,0.84,0.73,0.73,0.11,Bajo,19.0,0,0.636
Doctor,128989,16,High School,0.07,0.51,0.09,Low,0.88,0.24,0.97,0.6,0.24,0.5,0.22,0.98,0.85,0.03,Bajo,9.0,0,0.551
HR Specialist,125011,4,High School,0.72,0.58,0.57,Medium,0.65,0.22,0.76,0.09,0.49,0.01,0.97,0.75,0.16,0.34,Medio,57.0,0,0.444
Research Scientist,70372,24,Bachelor's,0.77,0.56,0.26,Low,0.94,0.68,0.21,0.36,0.48,0.6,0.67,0.55,0.35,0.89,Bajo,26.0,0,0.573
Lawyer,37203,28,High School,0.47,1.28,0.32,Medium,0.71,0.82,0.66,0.01,0.18,0.34,0.23,0.96,0.65,0.3,Bajo,32.0,0,0.486
Marketing Manager,72928,8,High School,0.74,0.78,0.45,Medium,0.2,0.97,0.52,0.9,0.35,0.86,0.05,0.98,0.91,0.36,Medio,45.0,0,0.61
UX Researcher,42568,3,PhD,0.75,1.4,0.42,Medium,0.47,0.86,0.78,0.39,0.85,0.05,0.78,0.21,0.29,0.49,Medio,42.0,0,0.517
Data Scientist,147982,28,Bachelor's,0.52,1.04,0.43,Medium,0.18,0.77,0.4,0.51,0.64,0.91,0.71,0.05,0.84,0.99,Medio,43.0,0,0.6
Software Engineer,81011,0,PhD,0.97,1.05,0.48,Medium,0.33,0.66,0.23,0.1,0.03,0.29,0.4,0.55,0.29,0.98,Medio,48.0,0,0.386
Data Scientist,148691,1,PhD,0.44,0.6,0.4,Medium,0.05,0.56,0.75,0.2,0.37,0.02,0.84,0.78,0.06,0.36,Medio,40.0,0,0.399
UX Researcher,139014,10,PhD,0.39,1.03,0.44,Medium,0.6,0.98,1.0,0.77,0.4,0.49,0.36,0.99,0.71,0.45,Medio,44.0,0,0.675
Chef,111164,28,Master's,0.34,1.25,0.62,Medium,0.25,0.54,0.53,0.42,0.23,0.7,0.25,0.91,0.53,0.87,Medio,62.0,0,0.523
Data Scientist,37529,21,Bachelor's,0.81,0.61,0.61,Medium,0.39,0.47,0.17,0.02,0.67,0.59,0.62,0.26,0.24,0.83,Medio,61.0,0,0.426
Doctor,125707,1,Master's,0.34,1.14,0.26,Low,0.89,0.01,0.81,0.35,0.72,0.37,0.61,0.65,0.4,0.51,Bajo,26.0,0,0.532
Chef,139633,23,PhD,0.48,0.51,0.31,Medium,0.66,0.85,0.79,0.31,0.47,0.23,0.99,0.26,0.42,0.68,Bajo,31.0,0,0.566
AI Engineer,75477,2,PhD,0.05,0.8,0.19,Low,0.62,0.07,0.66,0.53,0.83,0.22,0.2,0.79,0.7,0.79,Bajo,19.0,0,0.541
Teacher,84756,28,PhD,0.1,0.78,0.12,Low,0.93,0.49,0.11,0.29,0.87,0.85,0.9,0.39,0.64,0.28,Bajo,12.0,0,0.575
Teacher,67309,12,High School,0.02,0.72,0.2,Low,0.9,0.13,0.92,0.35,0.43,0.36,0.41,0.26,0.7,0.76,Bajo,20.0,0,0.522
Research Scientist,130043,20,Master's,0.34,1.26,0.21,Low,0.96,0.42,0.99,0.74,0.78,0.03,0.5,0.53,0.04,0.31,Bajo,21.0,0,0.53
UX Researcher,101880,10,PhD,0.43,0.69,0.51,Medium,0.03,0.52,0.59,0.36,0.76,0.14,0.88,0.96,0.0,0.84,Medio,51.0,0,0.508
UX Researcher,37011,4,Master's,0.46,0.74,0.48,Medium,0.95,0.21,0.18,0.24,0.55,0.93,0.57,0.24,0.44,0.39,Medio,48.0,0,0.47
Security Guard,89658,0,Master's,0.73,1.43,0.89,High,0.44,0.15,0.81,0.46,0.08,0.72,0.29,0.05,0.9,0.48,Alto,89.0,1,0.438
Construction Worker,99720,27,PhD,0.72,1.39,0.7,Medium,0.69,0.77,0.21,0.49,0.09,0.75,0.85,0.11,0.82,0.77,Alto,70.0,0,0.555
Chef,115934,13,PhD,0.69,0.5,0.67,Medium,0.55,0.62,0.66,0.56,0.86,0.61,0.91,0.58,0.17,0.91,Alto,67.0,0,0.643
Teacher,104713,13,High School,0.7,1.49,0.07,Low,0.43,0.24,0.63,0.81,0.97,0.45,0.79,0.92,0.68,0.24,Bajo,7.0,0,0.616
Retail Worker,51622,12,High School,0.97,1.49,0.86,High,0.89,0.2,0.25,0.95,0.14,0.19,0.42,0.59,0.6,0.29,Alto,86.0,1,0.452
Research Scientist,118635,10,PhD,0.92,0.89,0.16,Low,0.7,0.66,0.38,0.41,0.35,0.24,0.46,0.69,0.74,0.78,Bajo,16.0,0,0.541
Security Guard,58645,18,Bachelor's,0.76,0.51,0.82,High,0.79,0.63,0.47,0.64,0.91,0.57,0.8,0.98,0.71,0.57,Alto,82.0,1,0.707
Graphic Designer,74511,14,PhD,0.37,1.07,0.62,Medium,0.44,0.96,0.27,0.74,0.42,0.49,0.8,0.3,0.1,0.52,Medio,62.0,0,0.504
HR Specialist,101013,19,Bachelor's,0.8,1.47,0.32,Medium,0.59,0.68,0.99,0.94,0.71,0.52,0.16,0.38,0.59,0.73,Bajo,32.0,0,0.629
Marketing Manager,131277,18,Master's,0.71,0.93,0.59,Medium,0.14,0.16,0.16,0.89,0.08,0.8,0.23,0.47,0.92,0.59,Medio,59.0,0,0.444
Financial Analyst,47881,28,Bachelor's,0.28,1.42,0.47,Medium,0.59,0.46,0.38,0.22,0.69,0.72,0.27,0.79,0.85,0.92,Medio,47.0,0,0.589
Software Engineer,109741,18,Bachelor's,0.3,1.36,0.38,Medium,0.0,0.87,0.33,0.41,0.45,0.85,0.34,0.89,0.62,0.53,Medio,38.0,0,0.529
Customer Support,126509,11,PhD,0.24,1.12,0.81,High,0.91,0.49,0.51,0.42,0.79,0.42,0.27,0.86,0.6,0.59,Alto,81.0,1,0.586
Financial Analyst,85308,18,Bachelor's,0.72,0.81,0.31,Medium,0.81,0.13,0.72,0.08,0.38,0.06,0.52,0.65,0.17,0.37,Bajo,31.0,0,0.389
Truck Driver,41467,7,Master's,0.44,1.3,0.93,High,0.97,0.9,0.32,0.96,0.81,0.84,0.02,0.95,0.78,0.77,Alto,93.0,1,0.732
Software Engineer,82762,8,High School,0.23,1.46,0.5,Medium,0.4,0.84,0.09,0.42,0.38,0.35,0.31,0.21,0.17,0.64,Medio,50.0,0,0.381
Financial Analyst,125711,14,PhD,0.51,0.8,0.36,Medium,0.83,0.97,0.35,0.29,0.6,0.78,0.46,0.63,0.72,0.96,Medio,36.0,0,0.659
Chef,131011,4,High School,0.27,0.79,0.32,Medium,0.29,0.06,0.96,0.62,0.17,0.12,0.37,0.31,0.28,0.47,Bajo,32.0,0,0.365
HR Specialist,36588,14,Bachelor's,0.54,0.81,0.5,Medium,0.22,0.05,0.78,0.64,0.34,0.05,0.87,0.17,0.93,0.48,Medio,50.0,0,0.453
Mechanic,133768,0,High School,0.74,1.38,0.45,Medium,0.41,0.43,0.92,0.69,0.25,0.18,0.23,0.26,0.23,0.66,Medio,45.0,0,0.426
Lawyer,149170,22,High School,0.39,1.13,0.42,Medium,0.07,0.08,0.13,0.84,0.66,0.06,0.39,0.28,0.58,0.52,Medio,42.0,0,0.361
Construction Worker,91860,15,High School,0.31,0.64,0.89,High,0.88,0.94,0.06,0.74,0.73,0.95,0.25,0.74,0.05,0.63,Alto,89.0,1,0.597
Teacher,106206,21,Master's,0.77,1.36,0.14,Low,0.53,0.12,0.42,0.36,0.18,0.89,0.15,0.64,0.89,0.91,Bajo,14.0,0,0.509
Customer Support,145155,0,Master's,0.18,1.32,0.77,High,0.92,0.71,0.79,0.09,0.58,0.82,0.86,0.03,0.94,0.04,Alto,77.0,1,0.578
Research Scientist,101812,24,Master's,0.58,0.59,0.18,Low,0.05,0.29,0.45,0.53,0.98,0.98,0.1,0.54,0.82,0.24,Bajo,18.0,0,0.498
UX Researcher,89199,15,Bachelor's,0.88,1.16,0.43,Medium,0.92,0.88,0.72,0.36,0.79,0.32,0.25,0.52,1.0,0.8,Medio,43.0,0,0.656
Teacher,141176,2,Bachelor's,0.45,0.81,0.26,Low,0.57,0.81,0.49,0.75,0.87,0.39,0.01,0.25,0.91,0.69,Bajo,26.0,0,0.574
Software Engineer,53983,18,High School,0.33,1.2,0.56,Medium,0.18,0.97,0.35,0.33,0.37,0.09,0.62,0.24,0.8,0.39,Medio,56.0,0,0.434
Customer Support,35807,16,Master's,0.65,1.26,0.76,High,0.97,0.62,0.01,0.42,0.44,0.81,0.31,0.33,0.07,0.28,Alto,76.0,1,0.426
Mechanic,82546,25,High School,0.63,0.58,0.35,Medium,0.38,0.74,0.83,0.01,0.33,0.42,0.91,0.5,0.27,0.39,Medio,35.0,0,0.478
Graphic Designer,40987,16,PhD,0.67,0.54,0.46,Medium,0.65,0.28,0.59,0.36,0.76,0.06,0.92,0.17,0.16,0.84,Medio,46.0,0,0.479
Research Scientist,116856,12,PhD,0.09,1.41,0.12,Low,0.62,0.07,0.38,0.45,0.6,0.53,0.46,0.96,0.19,0.16,Bajo,12.0,0,0.442
Software Engineer,71397,15,High School,0.07,0.98,0.49,Medium,0.31,0.93,0.28,0.29,0.23,0.15,0.36,0.68,0.74,0.81,Medio,49.0,0,0.478
Security Guard,45456,20,High School,0.04,1.47,0.7,Medium,0.96,0.83,0.91,0.39,0.2,0.61,0.74,0.13,0.8,0.21,Alto,70.0,0,0.578
Graphic Designer,66911,11,High School,0.86,0.69,0.4,Medium,0.06,0.15,0.15,0.2,0.29,0.81,0.92,0.41,0.13,0.22,Medio,40.0,0,0.334
Retail Worker,34852,19,High School,0.08,1.03,0.9,High,0.08,0.89,0.58,0.95,0.15,0.99,0.64,0.57,0.52,0.02,Alto,90.0,1,0.539
Data Scientist,42705,27,Bachelor's,0.64,0.59,0.31,Medium,0.05,0.61,0.61,0.5,0.31,0.53,0.52,0.02,0.28,0.05,Bajo,31.0,0,0.348
Nurse,65495,23,PhD,0.73,1.5,0.13,Low,0.88,0.6,0.45,0.22,0.74,0.9,0.24,0.18,0.7,0.98,Bajo,13.0,0,0.589
Truck Driver,99282,2,Master's,0.28,0.92,0.8,High,0.85,0.77,0.59,0.27,0.94,0.65,0.97,0.58,0.82,0.81,Alto,80.0,1,0.725
Software Engineer,107275,19,Master's,0.96,0.52,0.61,Medium,0.97,0.34,0.65,0.56,0.76,0.87,0.6,0.82,0.31,0.23,Medio,61.0,0,0.611
Financial Analyst,45573,2,High School,0.68,0.69,0.57,Medium,0.39,0.8,0.04,0.67,0.65,0.94,0.71,0.8,0.9,0.68,Medio,57.0,0,0.658
Graphic Designer,128853,20,Bachelor's,0.87,1.25,0.47,Medium,0.71,0.87,0.98,0.95,0.33,0.42,0.11,0.25,0.88,0.36,Medio,47.0,0,0.586
UX Researcher,65314,24,Master's,0.67,1.28,0.37,Medium,0.3,0.45,0.36,0.98,0.83,0.48,0.88,0.35,0.79,0.22,Medio,37.0,0,0.564
Doctor,88826,6,PhD,0.46,0.61,0.12,Low,0.4,0.75,0.07,0.66,0.72,0.65,0.76,0.18,0.59,0.94,Bajo,12.0,0,0.572
Truck Driver,53449,17,Master's,0.61,1.24,0.78,High,0.7,0.92,0.01,0.87,0.22,0.46,0.85,0.82,0.89,0.94,Alto,78.0,1,0.668
Marketing Manager,87564,27,PhD,0.66,0.89,0.44,Medium,0.43,0.74,0.5,0.81,0.75,0.02,0.63,0.44,0.46,0.82,Medio,44.0,0,0.56
Research Scientist,32405,3,Master's,0.89,1.21,0.19,Low,0.75,0.04,0.03,0.08,0.44,0.24,0.98,0.54,0.66,0.28,Bajo,19.0,0,0.404
Marketing Manager,114028,2,High School,0.34,1.2,0.49,Medium,0.52,0.59,0.77,0.09,0.78,0.56,0.67,0.33,0.41,0.23,Medio,49.0,0,0.495
Construction Worker,122061,20,PhD,0.5,1.5,0.82,High,0.22,0.51,0.04,0.9,0.82,0.73,0.61,0.58,1.0,0.28,Alto,82.0,1,0.569
UX Researcher,121396,16,PhD,0.31,0.88,0.5,Medium,0.02,0.08,0.26,0.55,0.77,0.69,0.57,0.4,0.87,0.46,Medio,50.0,0,0.467
Doctor,87454,15,PhD,0.27,0.86,0.29,Low,0.24,0.1,0.07,0.5,0.64,0.33,0.69,0.06,0.86,0.82,Bajo,29.0,0,0.431
Teacher,127216,7,Master's,0.94,0.86,0.15,Low,0.75,0.13,0.31,0.12,0.45,0.55,0.21,0.03,0.72,0.02,Bajo,15.0,0,0.329
Data Scientist,89871,29,Master's,0.22,1.16,0.47,Medium,0.06,0.47,0.52,0.85,0.73,0.08,0.21,0.31,0.12,0.46,Medio,47.0,0,0.381
Mechanic,140564,19,Bachelor's,0.51,1.24,0.57,Medium,0.85,0.22,0.75,0.88,0.17,0.35,0.97,0.78,0.28,0.56,Medio,57.0,0,0.581
Software Engineer,76887,18,PhD,0.77,0.77,0.57,Medium,0.35,0.57,0.38,0.3,0.86,0.75,0.35,0.43,0.69,0.81,Medio,57.0,0,0.549
AI Engineer,94817,12,High School,0.54,1.45,0.24,Low,0.12,0.56,0.41,0.79,0.04,0.41,0.32,0.14,0.38,0.67,Bajo,24.0,0,0.384
Lawyer,90388,5,Master's,0.58,1.09,0.53,Medium,0.53,0.12,0.22,0.8,0.5,0.71,0.57,0.04,0.8,0.06,Medio,53.0,0,0.435
Teacher,133323,3,Master's,0.09,0.89,0.2,Low,0.58,0.54,0.34,0.71,0.83,0.35,0.09,0.3,0.14,0.47,Bajo,20.0,0,0.435
Security Guard,119526,10,PhD,0.46,0.72,0.88,High,0.03,0.55,0.17,0.0,0.87,0.67,0.1,0.66,0.61,0.47,Alto,88.0,1,0.413
Data Scientist,62676,4,PhD,0.16,0.75,0.66,Medium,0.97,0.95,0.19,0.9,0.14,0.51,0.64,0.46,0.95,0.33,Medio,66.0,0,0.604
Data Scientist,44590,22,High School,0.08,1.35,0.47,Medium,0.7,0.68,0.68,0.51,0.28,0.63,0.96,0.83,0.11,0.02,Medio,47.0,0,0.54
Software Engineer,68463,5,Bachelor's,0.78,0.81,0.58,Medium,0.93,0.46,0.24,0.92,0.47,0.41,0.35,0.42,0.67,0.43,Medio,58.0,0,0.53
Software Engineer,52053,16,Bachelor's,0.74,0.7,0.38,Medium,0.7,0.87,0.24,0.19,0.67,0.62,0.45,0.1,0.09,0.78,Medio,38.0,0,0.471
Software Engineer,104767,24,Bachelor's,0.86,1.07,0.55,Medium,0.93,0.16,0.54,0.06,0.36,0.15,0.19,0.93,0.61,0.89,Medio,55.0,0,0.482
Software Engineer,65303,20,PhD,0.6,0.53,0.49,Medium,0.56,0.02,0.79,0.3,0.45,0.54,0.99,0.1,0.56,0.53,Medio,49.0,0,0.484
Chef,34312,3,Bachelor's,0.63,0.79,0.34,Medium,0.18,0.82,0.1,0.47,0.2,0.16,0.21,0.49,0.24,0.1,Medio,34.0,0,0.297
Nurse,69794,21,Bachelor's,0.54,0.66,0.17,Low,0.07,0.58,0.34,0.1,0.18,0.35,0.81,0.17,0.11,0.52,Bajo,17.0,0,0.323
Truck Driver,80102,23,Master's,0.09,0.78,0.77,High,0.19,0.32,0.04,0.65,0.99,0.63,0.36,0.67,0.57,0.85,Alto,77.0,1,0.527
Construction Worker,106743,11,Master's,0.63,0.72,0.8,High,0.34,0.01,0.31,0.49,0.6,0.93,0.24,0.15,0.87,0.94,Alto,80.0,1,0.488
Security Guard,67333,10,High School,0.12,0.99,0.73,High,0.88,0.71,0.24,0.89,0.64,0.95,0.98,0.0,0.12,0.55,Alto,73.0,1,0.596
AI Engineer,80724,18,Bachelor's,0.99,1.07,0.09,Low,0.16,0.76,0.59,0.55,0.47,0.73,0.86,0.3,0.22,0.67,Bajo,9.0,0,0.531
HR Specialist,107684,5,High School,0.6,1.48,0.68,Medium,0.43,0.72,0.83,0.9,0.07,0.3,0.32,0.43,0.17,0.5,Alto,68.0,0,0.467
Marketing Manager,57161,28,PhD,0.5,1.17,0.33,Medium,0.88,0.94,0.62,0.88,0.13,0.8,0.12,0.41,0.32,0.59,Bajo,33.0,0,0.569
UX Researcher,33687,15,High School,0.64,0.87,0.64,Medium,0.63,0.22,0.34,0.85,0.39,0.54,0.65,0.35,0.29,0.48,Medio,64.0,0,0.474
Customer Support,58777,18,Master's,0.28,0.56,0.78,High,0.32,0.96,0.59,0.79,0.05,0.11,0.81,0.62,0.19,0.4,Alto,78.0,1,0.484
Graphic Designer,58915,24,Master's,0.84,0.56,0.54,Medium,0.72,0.98,0.81,0.28,0.71,0.76,0.73,0.82,0.9,0.1,Medio,54.0,0,0.681
Lawyer,148222,2,PhD,0.8,0.75,0.32,Medium,0.4,0.82,0.13,0.67,0.0,0.11,0.35,0.08,0.85,0.86,Bajo,32.0,0,0.427
UX Researcher,100880,21,Bachelor's,0.24,1.02,0.37,Medium,0.28,0.52,0.74,0.09,0.3,0.93,0.43,0.94,0.99,0.53,Medio,37.0,0,0.575
Teacher,112056,19,High School,0.79,0.66,0.11,Low,0.78,0.43,0.2,0.65,0.73,0.13,0.28,0.22,0.38,0.76,Bajo,11.0,0,0.456
Software Engineer,133144,16,Master's,0.66,0.51,0.36,Medium,0.22,0.27,0.15,0.41,0.08,0.75,0.79,0.57,0.09,0.89,Medio,36.0,0,0.422
Software Engineer,127364,0,Master's,0.7,1.34,0.52,Medium,0.32,0.48,0.51,0.4,0.93,0.74,0.24,0.59,0.69,0.14,Medio,52.0,0,0.504
Security Guard,147257,23,High School,0.91,1.07,0.75,High,0.12,0.52,0.55,0.33,0.63,0.07,0.15,0.55,0.06,0.88,Alto,75.0,1,0.386
UX Researcher,141706,18,Bachelor's,0.67,0.89,0.46,Medium,0.76,0.5,0.73,0.51,0.59,0.76,0.61,0.62,0.79,0.95,Medio,46.0,0,0.682
Construction Worker,60795,2,Bachelor's,0.58,0.59,0.79,High,0.41,0.84,0.51,0.73,0.02,0.46,0.9,0.22,0.03,0.43,Alto,79.0,1,0.455
Security Guard,137729,26,Bachelor's,0.45,0.96,0.87,High,0.25,0.75,0.15,0.4,0.66,0.83,0.79,0.72,0.36,0.12,Alto,87.0,1,0.503
Nurse,59340,5,High School,0.86,1.36,0.29,Low,0.08,0.54,0.65,0.71,0.64,0.77,0.36,0.18,0.2,0.01,Bajo,29.0,0,0.414
HR Specialist,75487,2,High School,0.09,0.82,0.55,Medium,0.89,0.84,0.25,0.13,0.19,0.97,0.55,0.18,0.84,0.4,Medio,55.0,0,0.524
Truck Driver,123258,17,Master's,0.26,0.89,0.83,High,0.89,0.87,0.57,0.22,0.4,0.98,0.61,0.78,0.45,0.53,Alto,83.0,1,0.63
Teacher,37160,9,Bachelor's,0.85,1.01,0.17,Low,0.34,0.18,0.94,0.32,0.8,0.72,0.79,0.94,0.62,0.9,Bajo,17.0,0,0.655
UX Researcher,43869,7,High School,0.63,1.27,0.41,Medium,0.74,0.78,0.83,0.31,0.68,0.3,0.74,0.46,0.6,0.42,Medio,41.0,0,0.586
Construction Worker,142266,20,Master's,0.18,0.58,0.85,High,0.85,0.02,0.07,0.46,0.74,0.16,0.27,0.23,0.4,0.22,Alto,85.0,1,0.342
HR Specialist,112833,24,High School,0.34,0.61,0.32,Medium,0.37,0.05,0.1,0.14,0.0,0.15,0.58,0.82,0.19,0.08,Bajo,32.0,0,0.248
Retail Worker,124538,10,Bachelor's,0.01,1.23,0.73,High,0.23,0.12,0.25,0.8,0.13,0.99,0.33,0.92,0.19,0.19,Alto,73.0,1,0.415
Software Engineer,54608,4,High School,0.43,0.54,0.36,Medium,0.08,0.59,0.19,0.5,0.37,0.8,0.32,0.46,0.72,0.43,Medio,36.0,0,0.446
Marketing Manager,41367,11,Bachelor's,0.66,0.91,0.5,Medium,0.97,0.66,0.9,0.18,0.48,0.91,0.32,0.97,0.1,0.9,Medio,50.0,0,0.639
Nurse,123159,22,PhD,0.07,1.38,0.11,Low,0.02,0.14,0.66,0.98,0.11,0.46,0.18,0.75,0.12,0.24,Bajo,11.0,0,0.366
Construction Worker,138864,11,Bachelor's,0.55,1.37,0.83,High,0.06,0.56,0.8,0.13,0.07,0.19,0.75,0.59,0.54,0.25,Alto,83.0,1,0.394
Security Guard,125504,14,High School,0.97,0.74,0.93,High,0.58,0.12,0.47,0.95,0.42,0.86,0.26,0.57,0.84,0.92,Alto,93.0,1,0.599
Data Scientist,90302,18,PhD,0.64,0.5,0.4,Medium,0.28,0.09,0.28,0.32,0.97,0.67,0.43,0.99,0.15,0.48,Medio,40.0,0,0.466
Research Scientist,72722,0,Bachelor's,0.48,1.21,0.1,Low,0.74,0.55,0.1,0.56,0.07,0.01,0.89,0.49,0.54,0.28,Bajo,10.0,0,0.423
Retail Worker,116379,20,High School,0.17,1.25,0.91,High,0.86,0.11,0.56,0.81,0.13,0.1,0.82,0.8,0.45,0.11,Alto,91.0,1,0.475
Data Scientist,72412,21,Bachelor's,0.39,1.02,0.48,Medium,0.57,0.73,0.77,0.65,0.2,0.4,0.07,0.45,0.97,0.64,Medio,48.0,0,0.545
Customer Support,74956,1,High School,0.27,0.56,0.75,High,0.49,0.34,0.2,0.15,0.66,0.56,0.84,0.18,0.85,0.58,Alto,75.0,1,0.485
Teacher,108872,16,High School,0.27,0.89,0.17,Low,0.08,0.84,0.12,0.48,0.38,0.51,0.89,0.99,0.02,0.39,Bajo,17.0,0,0.47
HR Specialist,90542,19,High School,0.33,1.15,0.7,Medium,0.65,0.11,0.84,0.97,0.71,0.42,0.95,0.97,0.94,0.41,Alto,70.0,0,0.697
Customer Support,48481,9,Bachelor's,0.65,0.68,0.83,High,0.75,0.9,0.86,0.15,0.49,0.48,0.9,0.0,0.74,0.62,Alto,83.0,1,0.589
Marketing Manager,37075,10,Master's,0.46,1.16,0.69,Medium,0.74,0.07,0.17,0.82,0.33,0.71,0.7,0.99,0.47,0.74,Alto,69.0,0,0.574
Lawyer,100043,26,Master's,0.46,0.69,0.64,Medium,0.84,0.24,0.32,0.7,0.74,0.66,1.0,0.87,0.42,0.33,Medio,64.0,0,0.612
Software Engineer,105069,12,Master's,0.82,0.98,0.6,Medium,0.02,0.93,0.77,0.39,0.38,0.1,0.82,0.77,0.63,0.1,Medio,60.0,0,0.491
Teacher,82692,9,High School,0.46,0.77,0.16,Low,0.23,0.35,0.65,0.89,0.39,0.69,0.13,0.54,0.92,0.03,Bajo,16.0,0,0.482
Data Scientist,71918,15,PhD,0.13,1.03,0.57,Medium,0.06,0.07,0.87,0.46,0.46,0.94,0.32,0.9,0.97,0.24,Medio,57.0,0,0.529
Customer Support,33264,11,Bachelor's,0.53,1.37,0.78,High,0.8,0.97,0.84,0.91,0.71,0.9,0.16,0.71,0.73,0.44,Alto,78.0,1,0.717
Construction Worker,144047,16,High School,0.43,1.48,0.75,High,0.71,0.53,0.82,0.48,0.78,0.93,0.73,0.78,0.07,0.2,Alto,75.0,1,0.603
Research Scientist,83433,4,Master's,0.73,0.99,0.07,Low,0.89,0.89,0.32,0.91,0.76,0.4,0.33,0.98,0.71,0.38,Bajo,7.0,0,0.657
Chef,99201,3,PhD,0.57,1.02,0.56,Medium,0.54,0.65,0.91,0.99,0.71,0.93,0.86,0.3,0.93,0.07,Medio,56.0,0,0.689
Software Engineer,145131,19,High School,0.64,1.03,0.52,Medium,0.79,0.19,0.98,0.44,0.95,0.38,0.6,0.45,0.68,0.18,Medio,52.0,0,0.564
Nurse,134290,8,PhD,0.07,1.1,0.29,Low,0.05,0.66,0.78,0.21,0.27,0.2,0.3,0.11,0.37,0.37,Bajo,29.0,0,0.332
Teacher,100779,21,PhD,0.8,1.3,0.19,Low,0.33,0.41,0.32,0.58,0.94,0.28,0.46,0.66,0.84,0.25,Bajo,19.0,0,0.507
Research Scientist,100935,5,PhD,0.89,0.58,0.2,Low,0.86,0.92,0.01,0.37,0.26,0.57,0.63,1.0,0.51,0.55,Bajo,20.0,0,0.568
Doctor,59483,25,High School,0.34,0.56,0.18,Low,0.6,0.01,0.1,0.21,0.35,0.54,0.29,0.28,0.87,0.15,Bajo,18.0,0,0.34
